Type,Breed1,Gender,Color1,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,Description
Cat,Domestic Short Hair,Male,Black,Medium,Short,No,No,No,Healthy,1,0,"My friend rescued this kitten & I took care of it. Abu Nawas has been bathe so he has no fleas. He needs some love & sadly, I can't give it to him( as much as I want to) because my own cats do not get well with him :( I want him to have a loving home."
Cat,Domestic Short Hair,Female,Black,Medium,Medium,No,No,No,Healthy,1,150,"Cross-breed between DLH (Father) and DSH (Mother) Litterbox-trained and already stopped mother's milk. Suit and socks fur pattern. Very playful. Diet: Royal Canin Indoor and SmartHeart Hairball Control Previously, Royal Canin Kitten and IAMS Chicken Litter: Cat's Best Organic Cat Litter"
Dog,Mixed Breed,Male,Black,Medium,Short,None,None,Yes,Healthy,1,0,"Java is a handsome and good natured puppy. He was found with Tara, the black lab which we believed is his mother. They were both believed to be abandoned at shops in Ara Damansara. Java is good natured and alert watchdog. We hope they can be rehomed together. Neutering cost to be borne by adopter. Please give him a home."
Dog,Mixed Breed,Female,White,Medium,Medium,Yes,Yes,No,Healthy,1,0,"Was originally abandoned by her owner. She has always been a quiet pup. She walks well on a leash, enjoys long walks. She is a mellow dog, doesn't bark much. She is toilet trained to relieve herself on grass. New owner will need to spay her and give her a lot of tender loving care. She has no existing health problems. She is quite timid and might require sometime to become accustomed to new situations and people. She is not an aggressive puppy and enjoys being pampered."
Dog,Mixed Breed,Female,Brown,Medium,Long,No,No,No,Healthy,1,0,Goofy is so fat and chubby and so so adorable. She has got this grumpy face you wont want to miss. She is playful and children will just love her. Call or to view.
Dog,Mixed Breed,Female,Brown,Medium,Short,No,No,No,Healthy,1,0,Coffee is one of four puppies still up for adoption. She's one of the most playful
Dog,Mixed Breed,Male,Golden,Large,Short,Yes,Yes,No,Healthy,2,0,"There used to be 5 of these puppies behind my house, in another persons place. I was feeding them and keeping them company when I had the time, after leaving to Singapore for a few days, I came back to find them missing - apparently the person that was taking care of them let them go. Found these 2 puppies running around in the drain near my area scared and lost. Their skin condition is perfect according to the vet, and I have got them dewormed and vaccinated (need another 2 more vaccinations). They are extremely friendly and tame. I need to find them a home in a week. If you are looking to adopt them, please take them as a pair. The black one is extra small, and the gold one is big for his age."
Dog,Shih Tzu,Female,Cream,Small,Short,Yes,Yes,None,Healthy,1,0,"Butter is a very cute dog but unfortunately i have do not have much time take care of her due to travelling issue. I wish someone is very loving dog and gentle willing to take the responsible. If do not mind, i wish i may visit her after sometimes."
Cat,Domestic Short Hair,Male,Golden,Medium,Short,Yes,Yes,No,Healthy,1,0,"Introducing strong-willed LuckyPaws! ♥ Male kitten, 2 months old, white with orange patches and hazel eyes. ♥ Hand-raised from 2 1/2 weeks age and is SUPER human-loving. ♥ Lucky Paws almost didn't survive his bottle-feeding days, but just when all hope seemed lost, he began to flourish! He turned out the strongest of all his siblings. :) ♥ This boy is a charmer, he will climb over you for cuddles and enjoys plenty of stroking. An absolute ""lap-cat"", gets along with all people, other cats and dogs. ♥ Has been vaccinated, de-wormed (twice) and given flea medication. Currently on RC BabyCat kibbles (dry). Already clever with the litter-box. ***PLEASE READ***: - LuckyPaws must be kept INDOORS at all times. - Adopters must NEUTER him at the right age. - Must be fed premium food (no Whiskas, Friskies kibbles etc). Please drop me an email or call if you feel that you may be just the right person for this boy. Thank you!"
Dog,Shih Tzu,Male,Brown,Medium,Short,Yes,Yes,None,Healthy,1,0,"Rocky is a shih tzu pomeranian mix. Rocky very playful and keep stick with people. I cant take care of it because i busy. Anyone interest, plz send email or sms,call"
Cat,Domestic Short Hair,Male,Black,Small,Short,Yes,Yes,No,Healthy,1,0,"Say hello to Galaxy boy  This adorable fluffy, green eyed handsome boy was rescued from a park. Once rescued he required a lot of love and affection to reduce any stress and recover from any sickness as he was found wandering all alone. The tiny gorgeous boy has since been dewormed and vaccinated. He is incredibly active, loving and playful ! He is full of life and has a good temperament. He likes follows me everywhere and he is used to hanging out with other cats and adults alike.He likes to communicate through “love bites “ but has a friendly companion. Finally he is fully house trained. I are looking for someone who is Malaysian, no students. A person will continue his vaccinate program and neuter him and also take him for regular vet checks. He needs to be kept indoors, as He is very young and good with other cats. As a friendly reminder ,keeping a cat is a commitment more than ten years and they are children that never grow up and it isn't cheap to keep a pet. Only for serious adopters,Galaxy hopes to find his perfect forever home . Kindly remember there is one Galaxy in the Galaxy ;) If you are interested in the little one, please do not hesitate to call/text, Asal ideally I would prefer if you could briefly tell me more about yourself in order to ensure that it's a match made in heaven!"
Dog,Mixed Breed,Female,Yellow,Medium,Short,No,Yes,No,Healthy,1,0,"posting on behalf of a friend: Her story: Peanut was about to be thrown in to SPCA if she has not been rescued this week. Poor little Peanut, so tiny and cute was left abandon outside housing premises in a cage. According to owner, he doesn't have the capability and strength to look after younger ones as he himself has two dogs. It's just sad how this cute amazing puppy is left abandon alone, while all other siblings have been taken away by passer by. Behavior observed: -Active and playful (likes soft toys to keep her company) -remains quite and still when u held her in ur arms. -Doesn't bark nor make noise whn it's bed time in her cage. -Poos twice a day (morning and night) *Owner are required to spay dog when she reaches 6 month of age. Kindly call : Angel or email"
Cat,Siamese,Mixed,Brown,Medium,Short,No,No,No,Minor Injury,3,0,We are cold from the rain and in need of a home with an owner to love us In urgent need of a home or foster home
Dog,Mixed Breed,Female,Black,Large,Short,None,None,No,Healthy,1,0,Lovely puppy looking for a forever home. Commitment to spay is compulsory. If u are interested to adopt pls contact Amy
Dog,Mixed Breed,Female,Black,Medium,Medium,No,Yes,No,Healthy,1,0,Sweety is the only girl found at the field ....when we found her ... She is full black and with a white spot on her chest...her feet are covered with brown like Rottweiller built... thats why she has got a slight dominant to others two..Lady first type!!! Please call for viewing and I hope she can find a new family who love her all..that's why i named her Sweety...just so sweet Please call Darren:
Dog,Mixed Breed,Female,Black,Small,Short,No,No,No,Healthy,4,0,"Hi, GENDER ALL FEMALE LOCATION PENANG few days ago, my friend found a box of abandoned puppies at the back of his house. Apparently, this wasn't the first time this is happening and in previous case the puppies were ran over by vehicle. So in an attempt to prevent similar ending, me and my friend have been taking care of the puppies for last few days. Sadly, we are unable to continue on for long term and we have been contacting no-kill animal shelters to accommodate the 4 puppies, but we have been turned down due to the overcrowded situation in the shelter. We would really appreciate anyone who wants to adopt these little puppies. Please help us to spread the words Thanks :)"
Cat,Domestic Medium Hair,Male,Yellow,Medium,Medium,No,No,No,Healthy,1,50,Very Cute and Active Very Soft Medium Fur Easy to manage Toilet Train (Clumping Sand) Adoption Fees:RM 50 COD Mentari Court Sunway Please Call/SMS(affi)at
Dog,Mixed Breed,Male,Cream,Medium,Short,No,Yes,Yes,Healthy,1,0,follows around and a very clean puppy (will not soil his area)
Cat,Domestic Short Hair,Female,Golden,Medium,Short,No,No,No,Healthy,1,0,"Found the poor thing while I was out for breakfast , she must have lost her mummy and was following everyone and everything that moves. She was nearly run over a few times !!! Should be less than a month as she still require bottle feeding You can whatsapp or contact me at or"
Cat,Domestic Short Hair,Male,Black,Medium,Short,No,Yes,No,Healthy,1,0,"Xiao Bao is highly active healthy cat with long tail. Litter box trained. Passionate cat lover only. If you're really really interested, feel free to contact me via wassap or call.."
Dog,Cocker Spaniel,Female,Brown,Small,Short,No,No,No,Healthy,1,0,Please contact if you are interested.
Dog,Mixed Breed,Male,Black,Medium,Medium,Yes,Yes,No,Healthy,1,0,currently with me
Cat,Domestic Short Hair,Male,Yellow,Small,Short,Yes,Yes,None,Healthy,1,0,playful young kitten. alert and always curious at things that moves. loves to eat. PLease call to adopt
